Ime;Višinska_razlika;Zahtevnost;Čas 
Potoški Stol;750;lahka neoznačena steza;2 h 15 min
Potoški Stol;950;lahka označena pot;3 h 5 min
Potoški Stol;1115;lahka označena pot;4 h
Potoški Stol;800;lahka neoznačena steza;2 h 40 min
Potoški Stol;1515;lahka označena pot;4 h 25 min
Prešernova koča na Stolu;1000;lahka označena pot;2 h 45 min
Prešernova koča na Stolu;1015;lahka označena pot;3 h 5 min
Prešernova koča na Stolu;1315;delno zahtevna označena pot;4 h 45 min
Prešernova koča na Stolu;1554;lahka označena pot;4 h 5 min
Prešernova koča na Stolu;1360;delno zahtevna označena pot;4 h 55 min
Prešernova koča na Stolu;1615;lahka označena pot;4 h 25 min
Prešernova koča na Stolu;1215;lahko brezpotje, lahka označena pot;3 h 55 min
Prešernova koča na Stolu;1220;lahka neoznačena steza, delno zahtevna označena pot;4 h 10 min
Prešernova koča na Stolu;1135;delno zahtevna označena pot;3 h 40 min
Prešernova koča na Stolu;1049;lahka označena pot;2 h 45 min
Prešernova koča na Stolu;1245;zahtevna označena pot;4 h 25 min
Prešernova koča na Stolu;1150;zahtevna označena pot;4 h 25 min
Prešernova koča na Stolu;1135;lahka neoznačena steza;3 h 25 min
Prešernova koča na Stolu;1065;lahka neoznačena steza;2 h 55 min
Primožkovi hribi;568;lahka neoznačena steza;1 h 40 min
Primožkovi hribi;530;lahka neoznačena steza;1 h 30 min
Ptičji vrh;328;lahka neoznačena steza;1 h
Ptičji vrh;575;lahka neoznačena steza;1 h 45 min
Pungartska gora;595;lahko brezpotje;1 h 30 min
Pusti Rovt;78;lahka označena pot;15 min
Pusti Rovt;330;lahka označena pot;1 h
Radojč;487;lahka označena pot;1 h 30 min
Radojč;487;izjemno zahtevna označena pot;1 h 30 min
Ramšakov vrh;570;lahka označena pot;2 h
Ramšakov vrh;320;lahka označena pot;1 h
Ramšakov vrh;550;lahka označena pot;2 h
Ramšakov vrh;570;izjemno zahtevna označena pot;2 h
Ravnocerje;445;lahka označena pot, lahka neoznačena steza;1 h 45 min
Razborški ribniki;85;lahka označena pot;45 min
Razgledna točka na Stenici;195;lahka označena pot;40 min
Rekaršica;481;lahka označena pot;1 h 40 min
Rekaršica;550;lahka neoznačena steza;1 h 40 min
RIS Dolina (Dovžanova soteska);160;lahka označena pot;35 min
RIS Dolina (Dovžanova soteska);185;zahtevna označena pot;40 min
RIS Dolina (Dovžanova soteska);140;lahka označena pot;25 min
Robič;610;lahka neoznačena steza;2 h 15 min
Robič;755;lahka neoznačena steza;2 h 15 min
Robič;675;lahka neoznačena steza;1 h 55 min
Robič;995;lahka neoznačena steza;3 h 35 min
Robič;850;lahka neoznačena steza;2 h 55 min
Roblekov dom na Begunjščici;477;lahka označena pot;1 h 20 min
Roblekov dom na Begunjščici;968;lahka označena pot;2 h 50 min
Roblekov dom na Begunjščici;800;delno zahtevna označena pot;3 h 20 min
Roblekov dom na Begunjščici;750;delno zahtevna neoznačena pot;3 h
Roblekov dom na Begunjščici;1000;delno zahtevna označena pot;3 h
Roblekov dom na Begunjščici;587;delno zahtevna označena pot;1 h 45 min
Roblekov dom na Begunjščici;887;lahka označena pot;3 h
Roblekov dom na Begunjščici;707;lahka neoznačena steza, lahka označena pot;2 h 30 min
Roblekov dom na Begunjščici;680;delno zahtevna označena pot;2 h 20 min
Roblekova planina;450;lahka neoznačena steza;1 h 40 min
Roblekova planina;387;lahka neoznačena steza;1 h 20 min
Roblekova planina;125;lahka neoznačena steza;50 min
Roblekova planina;315;lahka označena pot;1 h 15 min
Roblekova planina;420;lahka neoznačena steza;1 h 20 min
Robniške peči;500;zahtevno brezpotje;2 h
Robniške peči;500;zahtevno brezpotje;2 h 15 min
Rovt Vrse;160;lahka neoznačena steza;40 min
Rovt Vrse;540;lahka neoznačena steza;1 h 30 min
Rovt Vrse;450;lahka neoznačena steza;1 h 30 min
Rožca;650;lahka označena pot;2 h
Rožca;600;lahka označena pot;2 h 10 min
Rožca;412;lahka neoznačena steza;1 h 10 min
Rožca;437;lahka neoznačena steza;1 h 15 min
Rožca;500;zahtevna neoznačena steza;1 h 45 min
Rožca;985;lahka označena pot;3 h 20 min
Rudijev dom na Donački gori;270;lahka označena pot;50 min
Rudijev dom na Donački gori;300;lahka označena pot;1 h 20 min
Rudijev dom na Donački gori;335;lahka označena pot;2 h 10 min
Rudijev dom na Donački gori;265;lahka označena pot;1 h 15 min
Rudijev dom na Donački gori;230;lahka označena pot;1 h
Ruš;735;delno zahtevna neoznačena pot;2 h 30 min
Ruš;635;delno zahtevna neoznačena pot;2 h
Ruš;764;delno zahtevna neoznačena pot;2 h 15 min
Ruš;740;zelo zahtevno brezpotje;2 h 15 min
Skala;417;zelo zahtevna označena pot;1 h 10 min
Skala;450;lahka označena pot;1 h 30 min
Skala;400;lahka označena pot;1 h
Skalni vrh (Vodemla);206;lahka označena pot;35 min
Skalni vrh (Vodemla);303;lahka označena pot;45 min
Škrbina;422;lahka označena pot;1 h 10 min
Slap pod Gozdašnico;120;delno zahtevna neoznačena pot;25 min
Slap pod Kurico;120;lahka neoznačena steza;35 min
Slapišče pod Kalvarijo;120;zahtevno brezpotje;40 min
Slapovi Dobršnik;185;zahtevno brezpotje;40 min
Slapovi Dobršnik;270;zelo zahtevna označena pot;1 h 30 min
Slapovi v Preski;20;lahko brezpotje;30 min
Smodivnik;320;lahka neoznačena steza;45 min
Smolnik;455;lahka neoznačena steza;1 h
Smolnik;455;lahka neoznačena steza;1 h 15 min
Smučarski dom Črni vrh;300;lahka označena pot;1 h 45 min
Smučarski dom Črni vrh;176;lahka označena pot;45 min
Smučarski dom Črni vrh;566;lahka neoznačena steza;1 h 45 min
Snežnik (nad Koprivno);550;lahka označena pot, lahka neoznačena steza;2 h 10 min
Šoparjev vrh;352;lahka neoznačena steza;1 h 10 min
Šoparjev vrh;369;lahka neoznačena steza;1 h 15 min
Šoparjev vrh;355;lahka neoznačena steza;1 h 35 min
Soteska Mučevo;160;izjemno zahtevna označena pot;1 h 40 min
Soteska Mučevo;160;zelo zahtevna označena pot;55 min
Španov vrh;354;lahka neoznačena steza;1 h 15 min
Španov vrh;734;lahka označena pot;2 h 30 min
Španov vrh;400;lahka neoznačena steza;1 h 30 min
Španov vrh;736;lahka neoznačena steza;2 h
Španov vrh;162;lahka neoznačena steza;40 min
Španov vrh;774;lahka neoznačena steza;2 h 30 min
Špicasti vrh (Kislica);554;delno zahtevna neoznačena pot;1 h 20 min
Špicasti vrh (Kislica);672;lahka označena pot;2 h 15 min
Špik (Paški Kozjak);148;lahka označena pot;30 min
Spodnji Plot;630;izjemno zahtevna označena pot;2 h 15 min
Spodnji Plot;624;lahka neoznačena steza;1 h 45 min
Spodnji Plot;630;izjemno zahtevna označena pot;2 h 10 min
Spominska plošča Jožeta Rozmana;650;lahka označena pot;2 h
Srednja peč;1060;lahka označena pot, zahtevno brezpotje;4 h 5 min
Srednja peč;1010;delno zahtevna označena pot, zahtevno brezpotje;4 h 5 min
Srednja peč;1060;delno zahtevna označena pot, zahtevno brezpotje;4 h 15 min
Srednja peč;855;delno zahtevna označena pot, zahtevno brezpotje;3 h
Srednja peč;1045;zahtevna označena pot, zahtevno brezpotje;3 h 45 min
Srednji vrh (nad Završnico);860;lahka označena pot;2 h 40 min
Srednji vrh (nad Završnico);726;lahka označena pot;2 h
Srednji vrh (nad Završnico);738;lahka označena pot;3 h
Srednji vrh (nad Završnico);726;lahka neoznačena steza;2 h
Srnjak;156;lahka neoznačena steza;30 min
Štalekarjev vrh;297;lahka neoznačena steza;45 min
Stara cerkev sv. Ožbolta (Jezersko);75;lahka neoznačena steza;15 min
Stegovnik;870;lahka neoznačena steza, delno zahtevna označena pot;2 h 35 min
Stegovnik;842;delno zahtevna označena pot;2 h 30 min
Stegovnik;750;delno zahtevna označena pot;2 h 15 min
Stegovnik;800;delno zahtevna označena pot;4 h
Stegovnik;838;lahka neoznačena steza, delno zahtevna označena pot;3 h 10 min
Stegovnik;800;delno zahtevna označena pot;4 h
Stegovnik;800;lahka neoznačena steza, delno zahtevna označena pot;2 h 45 min
Stegovnik;825;lahka neoznačena steza, delno zahtevna označena pot;3 h 15 min
Stegovnik;600;lahka neoznačena steza, delno zahtevna označena pot;3 h 15 min
Stegovniški slap;18;lahka označena pot;10 min
Stenica;700;lahka označena pot;1 h 45 min
Stenica;650;lahka označena pot;1 h 50 min
Stenica;655;lahka neoznačena steza;1 h 50 min
Stol;1080;lahka označena pot;3 h
Stol;1100;lahka označena pot;3 h 20 min
Stol;1090;zelo zahtevna označena pot;3 h 20 min
Stol;1350;delno zahtevna označena pot;4 h 50 min
Stol;1400;lahka označena pot;4 h 50 min
Stol;1175;delno zahtevna označena pot;3 h 45 min
Stol;1635;lahka označena pot;4 h 20 min
Stol;1166;lahka neoznačena steza;3 h 45 min
Stol;1350;lahka označena pot;4 h 15 min
Stol;1400;lahka označena pot;4 h 30 min
Stol;1300;zahtevna označena pot;4 h 30 min
Stol;1135;lahka označena pot;3 h
Stol;1000;lahka neoznačena steza;3 h 15 min
Stol;1200;zahtevna označena pot;4 h 30 min
Stol;1675;lahka označena pot;4 h 40 min
Stol;1400;delno zahtevna označena pot;5 h
Stol;1250;lahko brezpotje, lahka označena pot;4 h
Stol;1250;lahka neoznačena steza, delno zahtevna označena pot;4 h 15 min
Stol;1215;lahka neoznačena steza;3 h 40 min
Stol;1150;lahka neoznačena steza;3 h 10 min
Stolpnik;800;lahka označena pot;2 h 15 min
Stolpnik;350;lahka označena pot;1 h
Stolpnik;679;lahka označena pot;1 h 45 min
Stolpnik;500;lahka označena pot;1 h 25 min
Stolpnik;451;lahka označena pot;1 h 25 min
Stolpnik;475;lahka označena pot;1 h 35 min
Stolpnik;670;lahka označena pot;2 h 30 min
Stolpnik;900;lahka označena pot;3 h 15 min
Stolpnik;685;lahka označena pot;2 h 30 min
Stolpnik;610;lahka označena pot;2 h 25 min
Stolpnik;610;lahka neoznačena steza;2 h
Stolpnik;610;lahka označena pot;2 h
Stolpnik;630;lahka označena pot;2 h 10 min
Stolpnik;590;lahka označena pot;2 h 15 min
Strana;161;lahka neoznačena steza;30 min
Stropnica;325;lahka označena pot;1 h 10 min
Stropnica;325;lahka označena pot;1 h
Stropnik;290;lahka označena pot;1 h
Štrukljev vrh;420;lahka označena pot;1 h 30 min
Struška;1050;lahka označena pot;3 h
Struška;800;lahka neoznačena steza;2 h 30 min
Struška;722;lahka neoznačena steza;2 h 15 min
Struška;969;lahka neoznačena steza;2 h 30 min
Struška;964;lahka neoznačena steza;3 h
Struška;984;lahka označena pot;2 h 45 min
Struška;1050;lahka neoznačena steza;3 h 15 min
Struška;975;lahka neoznačena steza;3 h
Studeniški grad;70;lahka označena pot;30 min
Studeniški grad;130;lahka označena pot;55 min
Studeniški grad;55;lahka označena pot;10 min
Šumahov vrh;315;lahka neoznačena steza;1 h 35 min
Šumahov vrh;820;lahka neoznačena steza;3 h 5 min
Šumahov vrh;591;lahka neoznačena steza;1 h 45 min
Šumahov vrh;90;lahka neoznačena steza;15 min
Sv. Ilija (Spodnje Dramlje);280;lahka označena pot;1 h 50 min
Sv. Ilija (Spodnje Dramlje);-14;lahka označena pot;10 min
Sv. Marija Magdalena (Dramlje);325;lahka označena pot;2 h
Sv. Marija Magdalena (Dramlje);9;lahka označena pot;5 min
Sv. Tomaž nad Vojnikom;175;lahka označena pot;1 h
Sv. Tomaž nad Vojnikom;158;lahka neoznačena steza;30 min
Sv. Uršula nad Dramljami;280;lahka označena pot;1 h 30 min
Sv. Uršula nad Dramljami;161;lahka označena pot;30 min
Sv. Uršula nad Dramljami;146;lahka označena pot;45 min
Svačica;1100;delno zahtevna označena pot;3 h 30 min
Svačica;883;lahka neoznačena steza, delno zahtevna označena pot;2 h 45 min
Svačica;1060;delno zahtevna označena pot;4 h 20 min
Svačica;801;delno zahtevna označena pot;2 h 30 min
Svačica;950;zahtevna označena pot;3 h 15 min
Svačica;1025;delno zahtevna označena pot;4 h
Svačica;950;zahtevna označena pot;3 h 15 min
Svačica;901;lahko brezpotje, delno zahtevna označena pot;2 h 45 min
Svačica;970;delno zahtevna označena pot;3 h
Sveta Ana (Ljubelj);3;lahka označena pot;7 min
Sveta Ana (Ljubelj);102;lahka neoznačena steza;20 min
Sveta Ana v Koprivni;10;lahka označena pot;15 min
Sveta Ana v Koprivni;25;lahka označena pot;1 h
Sveta Barbara v Zagradu;26;lahka neoznačena steza;5 min
Sveta Barbara v Zagradu;26;lahka neoznačena steza;6 min
Sveta Barbara v Zagradu;26;lahka označena pot;5 min
Sveta Marjeta na Boču;460;lahka označena pot;1 h 30 min
Sveta Marjeta na Boču;460;lahka označena pot;1 h 45 min
Sveti Donat;191;lahka označena pot;30 min
Sveti Duh pod Olševo;92;lahka označena pot;25 min
Sveti Jakob v Koprivni;276;lahka neoznačena steza;50 min
Sveti Jošt na Paškem Kozjaku;103;lahka označena pot;15 min
Sveti Mihael na Pečici;152;lahka označena pot;30 min
Sveti Mihael na Pečici;260;lahka označena pot;1 h 15 min
Sveti Miklavž (Sele);115;lahka neoznačena steza;55 min
Sveti Pankracij (Grajski grič);100;lahka neoznačena steza;20 min
Sveti Pankracij (Grajski grič);40;lahka neoznačena steza;15 min
Sveti Pankracij (Grajski grič);100;lahka neoznačena steza;15 min
Sveti Rok (Sele);265;lahka neoznačena steza;1 h 25 min
Sveti Rupert (Završe);255;lahka označena pot;1 h 25 min
Sveti Vid (Završe);240;lahka označena pot;1 h 10 min
Sveti Vid pod Jernejevim vrhom;5;lahka označena pot;10 min
Tamarča;840;lahka neoznačena steza;2 h 30 min
Tegoška planina;775;lahka označena pot;3 h 10 min
Tegoška planina;360;lahka neoznačena steza;2 h 10 min
Tegoška planina;760;lahka neoznačena steza;3 h 10 min
Tegoška planina;675;lahka neoznačena steza;2 h 30 min
Temnjak;150;lahka označena pot;25 min
Tolsta Košuta - Vzhodni vrh;807;delno zahtevna neoznačena pot;2 h 5 min
Tolsta Košuta - Zahodni vrh;830;delno zahtevna neoznačena pot;2 h 20 min
Tolsti vrh (pri Poljški planini);540;lahka označena pot, lahka neoznačena steza;1 h 40 min
Tolsti vrh (pri Poljški planini);365;lahka neoznačena steza;1 h 25 min
Tomčeva koča na Poljški planini;491;lahka označena pot;1 h 30 min
Tomčeva koča na Poljški planini;750;lahka označena pot;2 h 45 min
Tomčeva koča na Poljški planini;200;delno zahtevna označena pot;1 h
Tomčeva koča na Poljški planini;230;lahka neoznačena steza;40 min
Tomčeva koča na Poljški planini;605;lahka neoznačena steza;2 h 5 min
Tomčeva koča na Poljški planini;465;delno zahtevna neoznačena pot;2 h 45 min
Tomčeva koča na Poljški planini;695;lahka označena pot;2 h 45 min
Tomčeva koča na Poljški planini;325;lahka neoznačena steza;1 h 20 min
Toplar;1088;lahko brezpotje;3 h 5 min
Toplar;550;lahko brezpotje;1 h 45 min
Toplar;720;lahko brezpotje;2 h
Trupejevo poldne;971;lahka neoznačena steza;2 h 30 min
Trupejevo poldne;361;lahka neoznačena steza;1 h 15 min
Trupejevo poldne;1100;lahka neoznačena steza;4 h
Trupejevo poldne;1100;lahka neoznačena steza;4 h
Trupejevo poldne;991;lahka neoznačena steza;2 h 45 min
Trupejevo poldne;1020;zahtevna neoznačena steza;3 h 10 min
Trupejevo poldne;1390;zahtevna neoznačena steza;4 h 35 min
Trupejevo poldne;1355;zahtevna neoznačena steza;4 h 35 min
Turška jama v Gozdašnici;215;lahka neoznačena steza;40 min
Uršlja gora (Plešivec);627;lahka označena pot;1 h 45 min
Uršlja gora (Plešivec);930;lahka označena pot;2 h 30 min
Uršlja gora (Plešivec);1066;lahka označena pot;2 h 45 min
Uršlja gora (Plešivec);299;lahka označena pot;50 min
Uršlja gora (Plešivec);685;lahka označena pot;2 h 30 min
Uršlja gora (Plešivec);925;lahka označena pot;2 h 45 min
Uršlja gora (Plešivec);725;lahka označena pot;2 h 45 min
Uršlja gora (Plešivec);1066;lahka neoznačena steza;2 h 50 min
Uršlja gora (Plešivec);1066;lahka označena pot;3 h
Uršlja gora (Plešivec);685;lahka označena pot;2 h 15 min
Uršlja gora (Plešivec);1119;lahka označena pot;3 h 15 min
Uršlja gora (Plešivec);1450;lahka označena pot;5 h 30 min
Uršlja gora (Plešivec);1245;lahka označena pot;4 h 25 min
Uršlja gora (Plešivec);1450;lahka označena pot;5 h 15 min
Vajnež;824;lahka neoznačena steza;2 h 25 min
Vajnež;1070;lahka neoznačena steza;3 h 30 min
Vajnež;1165;zelo zahtevna neoznačena steza;4 h
Vajnež;1200;lahka neoznačena steza;4 h
Vajnež;900;lahka neoznačena steza;2 h 50 min
Valvasorjev dom pod Stolom;561;lahka označena pot;1 h 20 min
Valvasorjev dom pod Stolom;561;lahka označena pot;1 h 45 min
Valvasorjev dom pod Stolom;581;lahka označena pot;1 h 30 min
Valvasorjev dom pod Stolom;225;lahka označena pot;2 h
Velika Boncla;356;lahka neoznačena steza;1 h
Velika glava;1000;lahka neoznačena steza;2 h 30 min
Velika glava;925;lahka neoznačena steza;3 h 10 min
Veliki Javornik (Ženiklovec);593;lahka neoznačena steza;1 h 50 min
Veliki Javornik (Ženiklovec);916;lahka neoznačena steza;2 h 45 min
Veliki Javornik (Ženiklovec);735;lahka neoznačena steza;2 h 30 min
Veliki Javornik (Ženiklovec);531;lahka neoznačena steza;1 h 30 min
Veliki Javornik (Ženiklovec);916;lahka neoznačena steza;2 h 45 min
Veliki Juhej;105;lahka neoznačena steza;25 min
Veliki vrh (Košuta);1173;lahka označena pot;3 h 20 min
Veliki vrh (Košuta);788;lahka označena pot;2 h 15 min
Veliki vrh (Košuta);1160;zelo zahtevna označena pot;3 h 10 min
Veliki vrh (Košuta);650;lahka neoznačena steza;2 h
Veliki vrh (Košuta);1050;lahka označena pot;3 h
Veliki vrh (Košuta);1430;lahka označena pot;4 h 15 min
Veliki vrh (Košuta);1150;zelo zahtevna označena pot;3 h 50 min
Veliki vrh (Košuta);1180;zelo zahtevna označena pot;3 h 50 min
Veliki vrh (Košuta);1435;zelo zahtevna označena pot;4 h 35 min
Veliki vrh (nad Mežiško dolino);730;lahka neoznačena steza;2 h 40 min
Veliki vrh (nad Mežiško dolino);225;lahka neoznačena steza;1 h 10 min
Veliki vrh (nad Mežiško dolino);601;lahka neoznačena steza;1 h 45 min
Veliki vrh (nad Mežiško dolino);655;lahka neoznačena steza;2 h 25 min
Veliki vrh (nad Mežiško dolino);100;lahka neoznačena steza;15 min
Veliki vrh nad Komatevro;765;lahko brezpotje;2 h 45 min
Veliki vrh nad Završnikom;500;lahka označena pot;1 h 45 min
